301,"Burden, Richard",Labour,2014-15,gift,2014-07-21,980.0,False,Donor:   Motor Sports Association,
301,"Burden, Richard",Labour,2013-14,gift,2013-07-23,980.0,False,Donor: Motor Sports Association,
301,"Burden, Richard",Labour,2013-14,oversees_visit,2013-12-18,1175.0,False,Donor: Sir Joseph Hotung Programme,
301,"Burden, Richard",Labour,2012-13,employment,2012-12-20,150.0,True,"Payment received on 11 October 2012 from Ipsos MORI, 79-81 Borough Road, London SE1 1FY, for opinion survey on 26 June 2012. Hours: 1 hr. Payment of £150, donated to Northfield Constituency Labour Party. (Registered 20 December 2012)",
301,"Burden, Richard",Labour,2012-13,gift,2012-07-13,962.0,False,Donor: Motor Sports Association,
301,"Burden, Richard",Labour,2012-13,oversees_visit,2012-03-21,2000.0,False,Donor: Sir Joseph Hotung Programme,
301,"Burden, Richard",Labour,2012-13,oversees_visit,2012-05-03,2029.45,False,Donor: Jordanian House of Representatives,
301,"Burden, Richard",Labour,2012-13,oversees_visit,2012-07-06,3860.0,False,Donor: Embassy of the State of Qatar,
301,"Burden, Richard",Labour,2012-13,oversees_visit,2012-12-17,650.0,False,Donor: Parliament of Turkey,
301,"Burden, Richard",Labour,2011-12,gift,2011-07-25,2508.0,False,Donor: Motor Sports Association,
301,"Burden, Richard",Labour,2011-12,oversees_visit,2010-12-20,1000.0,False,Donor: Sir Joseph Hotung Programme,
301,"Burden, Richard",Labour,2010-11,gift,2010-06-10,782.0,False,Donor: British Racing Drivers Club,
301,"Burden, Richard",Labour,2010-11,gift,2010-06-10,782.0,False,Donor: Motor Sports Association,
