id,list_name,party,session,type,date,value,donated_to_charity,description,sub_entry
523,"Brown, Nicholas",Labour,2014-15,gift,2014-08-21,2000.0,False,"Donor: (1) Members Hill, Brooklands Road, Weybridge, Surrey KT13 0QU; (2) Lewes, East Sussex, BN8 5UU",
