441,"Lewis, Ivan",Labour,2014-15,sponsorship,2015-01-26,6300.0,False,Donor: Deloitte LLP,
441,"Lewis, Ivan",Labour,2013-14,oversees_visit,2013-04-04,847.68,False,Donor: World Vision UK,
441,"Lewis, Ivan",Labour,2013-14,oversees_visit,2013-06-06,2900.0,False,Donor: Labour Friends of Israel,
441,"Lewis, Ivan",Labour,2013-14,oversees_visit,2013-12-17,997.84,False,Donor: British Council,
441,"Lewis, Ivan",Labour,2013-14,oversees_visit,2013-12-18,5801.06,False,Donor: Sightsavers UK,
441,"Lewis, Ivan",Labour,2012-13,oversees_visit,2012-02-27,2800.0,False,Donor: ActionAid UK,
441,"Lewis, Ivan",Labour,2012-13,oversees_visit,2012-03-29,3397.38,False,Donor: Oxfam GB,
441,"Lewis, Ivan",Labour,2012-13,oversees_visit,2012-08-08,1825.81,False,Donor: UNICEF UK,
441,"Lewis, Ivan",Labour,2012-13,oversees_visit,2012-12-06,867.66,False,Donor: British Council,
441,"Lewis, Ivan",Labour,2012-13,oversees_visit,2013-01-07,3637.0,False,Donor: Burma Campaign UK,
441,"Lewis, Ivan",Labour,2011-12,sponsorship,2011-10-13,3510.18,False,Donor: Creative Coalition Campaign Secretariat,
441,"Lewis, Ivan",Labour,2011-12,gift,2011-04-01,2000.0,False,Donor: Royal Opera House,
