36,"Laing, Eleanor",Conservative,2014-15,employment,2014-12-04,2500.0,False,"Until October 2013, member of the Advisory Board of GovNet Communications, 22 Long Acre, London WC2E 9LY. The work involves advising on GovNet’s publications and conferences. 
(Up to £5,000)","Payment of £2,500 received in September 2014. The payment relates to work of approximately three hours per month over a period of six months from May 2013 to September 2013. 
(Registered 4 December 2014)"
36,"Laing, Eleanor",Conservative,2013-14,employment,2013-03-21,15000.0,False,"Member of the Advisory Board of GovNet Communications, 22 Long Acre, 
London
 WC2E 9LY. The work involves advising on GovNet’s publications and conferences. 
(Up to £5,000)","Payment of £15,000 received on 18 March 2013. The payment relates to work of approximately three hours per month over a period of three years from May 2010 to May 2013. 
(Registered 21 March 2013)"
