3977,"Heaton-Harris, Chris",Conservative,2014-15,oversees_visit,2014-11-20,750.0,False,Donor:  Parliament of Hungary.,
3977,"Heaton-Harris, Chris",Conservative,2013-14,oversees_visit,2013-05-14,1850.0,False,Donor: McCain Institute for International Leadership,
3977,"Heaton-Harris, Chris",Conservative,2012-13,employment,2012-01-10,1562.5,False,"General management for Play Up, Suite 5.02, Level 5, 61 Lavender Street, Milsons Point, NSW 2061, Australia.","Termination of contract.  Received £1,562.50, 28 December 2011. (Registered 10 January 2012)"
3977,"Heaton-Harris, Chris",Conservative,2012-13,employment,2012-02-24,2777.0,False,"The Legislative Leadership Institute funded my visit to Baku, Azerbaijan and Tbilisi, Georgia from 15 to 19 January 2012  in order to promote the Masters Course in International Relations which I have just completed. Fee of £12,000 paid on 6 February; plus expenses of £2,777 (flights, hotel and meals). Address: Suite 106, 721 Cardinal Lane, Green Bay, WI 54313. USA. Hours: 4 days. (Registered 24 February 2012)",
3977,"Heaton-Harris, Chris",Conservative,2012-13,employment,2012-03-05,400.0,False,"Received £400 from the Sunday Telegraph on 24 February 2012 for an article written and published last year. Address:  111 Buckingham Palace Road, London SW1W 0DT. Hours: 2 hrs approx.  (Registered 5 March 2012)",
3977,"Heaton-Harris, Chris",Conservative,2012-13,employment,2012-03-05,400.0,False,"Received £400 from the Sunday Express on 29 February 2012 for an article written and published last year. Address:  The Northern & Shell Building, 10 Lower Thames Street, London EC3R 6EN.  Hours: 2 hrs approx.  (Registered 5 March 2012)",
3977,"Heaton-Harris, Chris",Conservative,2012-13,gift,2012-09-23,1000.0,False,"Donor: Department for Culture, Media and sport",
3977,"Heaton-Harris, Chris",Conservative,2012-13,oversees_gift,2012-08-22,11750.0,False,Donor: The Coca-Cola Company,
3977,"Heaton-Harris, Chris",Conservative,2011-12,employment,2010-12-21,4687.5,False,"General management for Play Up, Suite 5.02, Level 5, 61 Lavender Street, Milsons Point, NSW 2061, Australia.","Received £4687.50 for work in September, October and November 2010.  Hours: 22.5. (Registered 21 December 2010)"
3977,"Heaton-Harris, Chris",Conservative,2011-12,employment,2011-04-07,9374.7,False,"General management for Play Up, Suite 5.02, Level 5, 61 Lavender Street, Milsons Point, NSW 2061, Australia.","Received £9,374.70 for work in December 2010, January, February, March, April and May 2011.  Hours: 45 hrs (7.5 hrs per month). (Registered 7 April 2011)"
3977,"Heaton-Harris, Chris",Conservative,2011-12,employment,2011-09-19,4687.0,False,"General management for Play Up, Suite 5.02, Level 5, 61 Lavender Street, Milsons Point, NSW 2061, Australia.","Received £4,687 on 12 September 2011 for work in June, July and August 2011.  Hours: 22.5 hrs. (Registered 19 September 2011)"
3977,"Heaton-Harris, Chris",Conservative,2011-12,employment,2011-11-06,4687.0,False,"General management for Play Up, Suite 5.02, Level 5, 61 Lavender Street, Milsons Point, NSW 2061, Australia.","Received £4,687 on 4 November 2011, for work done in September, October and November 2011.  Hours: 22.5 hrs. (Registered 6 November 2011)"
3977,"Heaton-Harris, Chris",Conservative,2011-12,employment,2012-01-10,1562.5,False,"General management for Play Up, Suite 5.02, Level 5, 61 Lavender Street, Milsons Point, NSW 2061, Australia.","Termination of contract.  Received £1,562.50, 28 December 2011. (Registered 10 January 2012)"
3977,"Heaton-Harris, Chris",Conservative,2011-12,employment,2011-11-18,150.0,False,"Received fee of £30 for refereeing Milton v Corby Pegasus on 18 September 2010.  Address:  Milton FC, Collingtree Road, Milton Malsor, Northants NN7 3AU.  Hours: 3 hrs. (Registered 23 September 2010)",
3977,"Heaton-Harris, Chris",Conservative,2011-12,oversees_visit,2011-01-08,4810.0,False,Donor: Legislative Leadership Institute,
3977,"Heaton-Harris, Chris",Conservative,2011-12,oversees_visit,2011-11-18,5173.55,False,Donor: Legislative Leadership Institute,
3977,"Heaton-Harris, Chris",Conservative,2010-11,employment,2011-01-01,30.0,False,"General management for Play Up, Suite 5.02, Level 5, 61 Lavender Street, Milsons Point, NSW 2061, Australia.",
