1579,"Creagh, Mary",Labour,2014-15,employment,2014-03-05,75.0,True,"Payments received from ComRes, Four Millbank, London SW1P 3JA:","5 March 2014, received £75, donated to Wakefield CLP. Hours: 1 hr
. (Registered 5 March 2014)"
1579,"Creagh, Mary",Labour,2014-15,employment,2014-07-31,75.0,True,"Payments received from ComRes, Four Millbank, London SW1P 3JA:","29 July 2014, received £75 for May-June 2014 Parliamentary Panel Survey. Hours: 1 hr. Payment donated to local charity.
 (Registered 31 July 2014)"
1579,"Creagh, Mary",Labour,2014-15,employment,2014-10-03,75.0,True,"Payments received from ComRes, Four Millbank, London SW1P 3JA:","29 September 2014, received £75 for survey, donated to Wakefield CLP. Hours: 1 hr
.
 
(Registered 3 October 2014)"
1579,"Creagh, Mary",Labour,2014-15,employment,2014-11-27,75.0,True,"Payments received from ComRes, Four Millbank, London SW1P 3JA:","20 November 2014, received £75 for survey, donated to Wakefield CLP. Hours: 1 hr
.
 
(Registered 27 November 2014)"
1579,"Creagh, Mary",Labour,2014-15,employment,2014-01-29,200.0,True,"Payments received from Ipsos MORI, 79-81 Borough Road, London, SE1 1FY, for surveys.","8 January 2014, received £200. Fee donated to Wakefield CLP. Hours: 1 hr. (Registered 29 January 2014)"
1579,"Creagh, Mary",Labour,2014-15,employment,2014-09-30,200.0,True,"Payments received from Ipsos MORI, 79-81 Borough Road, London, SE1 1FY, for surveys.","16 September 2014, received £200. Fee donated to Wakefield CLP. Hours: 2 hrs. (Registered 30 September 2014)"
1579,"Creagh, Mary",Labour,2014-15,employment,2014-06-11,80.0,True,"4 June 2014, received payment of £80 from YouGov, 50 Featherstone Street, London, EC1Y 8RT, for online survey. Fee donated to local charity. Hours: 30 mins. (Registered 11 June 2014)",
1579,"Creagh, Mary",Labour,2014-15,employment,2014-06-11,150.0,True,"June 2014, received payment of £150 from BBC R4, Broadcasting House, 3 Tyndalls Park Road, Bristol BS8 2LR for appearance on BBC Any Questions on 2 May 2014. Fee donated to local organisation. Hours: 1 hour. (Registered 11 June 2014)",
1579,"Creagh, Mary",Labour,2014-15,employment,2014-12-16,100.0,True,"17 November 2014, received payment of £100 from Blue Rubicon Plc, 6th Floor, 6 More London Place, London, SE1 2DA, for participation in survey on behalf of Virgin Trains. Hours: 1 hr. Fee donated to local charity. (Registered 16 December 2014)",
1579,"Creagh, Mary",Labour,2013-14,employment,2014-01-01,75.0,True,"Payments received from ComRes, Four Millbank, London SW1P 3JA:","26 February 2013, received £75, donated to Wakefield CLP. Hours: 30 mins"
1579,"Creagh, Mary",Labour,2013-14,employment,2013-03-26,75.0,True,"Payments received from ComRes, Four Millbank, London SW1P 3JA:","22 March 2013, received £75, donated to Wakefield CLP. Hours: 30 mins. (Registered 26 March 2013)"
1579,"Creagh, Mary",Labour,2013-14,employment,2013-05-21,75.0,True,"Payments received from ComRes, Four Millbank, London SW1P 3JA:","16 May 2013, received £75, donated to Wakefield CLP. Hours: 30 mins. (Registered 21 May 2013)"
1579,"Creagh, Mary",Labour,2013-14,employment,2013-06-12,100.0,True,"Payments received from ComRes, Four Millbank, London SW1P 3JA:","7 June 2013, received £100, donated to Wakefield CLP. Hours: 30 mins. (Registered 12 June 2013)"
1579,"Creagh, Mary",Labour,2013-14,employment,2013-09-09,75.0,True,"Payments received from ComRes, Four Millbank, London SW1P 3JA:","29 August 2013, received £75, donated to Wakefield CLP.  Hours: 30 mins.  (Registered 9 September 2013)"
1579,"Creagh, Mary",Labour,2013-14,employment,2013-12-12,75.0,True,"Payments received from ComRes, Four Millbank, London SW1P 3JA:","22 November 2013, received £75, donated to Wakefield CLP. Hours: 30 mins
. (Registered 12 December 2013)"
1579,"Creagh, Mary",Labour,2013-14,employment,2013-10-09,200.0,True,"Payments received from Ipsos MORI,79-81 Borough Road, London, SE1 1FY, for surveys.","25 September 2013, received £200.  Fee donated to Wakefield CLP. Hours: 1 hr. (Registered 9 October 2013)"
1579,"Creagh, Mary",Labour,2012-13,employment,2012-12-18,75.0,True,"Surveys completed for Populus Ltd, Northburgh House, 10 Northburgh Street, London, EC1V 0AT.","7 June 2012, received £75 - donated to Wakefield CLP. Hours: 30 mins. (Registered 18 December 2012)"
1579,"Creagh, Mary",Labour,2012-13,employment,2012-12-18,75.0,True,"BIPWA donated £250 to a local organisation after I completed a survey on 26 October 2012. Address:  123 Pall Mall, London, SW1Y 5ED. Hours: 20 mins. (Registered 7 November 2012)","13 February 2012, received £75, donated to Wakefield CLP. Hours: 30 mins. (Registered 18 December 2012)"
1579,"Creagh, Mary",Labour,2012-13,employment,2012-12-18,75.0,True,"BIPWA donated £250 to a local organisation after I completed a survey on 26 October 2012. Address:  123 Pall Mall, London, SW1Y 5ED. Hours: 20 mins. (Registered 7 November 2012)","11 April 2012, received £75, donated to Wakefield CLP. Hours: 30 mins. (Registered 18 December 2012)"
1579,"Creagh, Mary",Labour,2012-13,employment,2012-12-18,75.0,True,"BIPWA donated £250 to a local organisation after I completed a survey on 26 October 2012. Address:  123 Pall Mall, London, SW1Y 5ED. Hours: 20 mins. (Registered 7 November 2012)","15 June 2012, received £75, donated to Wakefield CLP. Hours: 30 mins. (Registered 18 December 2012)"
1579,"Creagh, Mary",Labour,2012-13,employment,2012-12-18,75.0,True,"BIPWA donated £250 to a local organisation after I completed a survey on 26 October 2012. Address:  123 Pall Mall, London, SW1Y 5ED. Hours: 20 mins. (Registered 7 November 2012)","5 July 2012, received £75, donated to local organisation. Hours: 30 mins. (Registered 18 December 2012)"
