1478,"Wright, Iain",Labour,2014-15,sponsorship,2014-07-16,2500.0,False,Donor: Longhill Environmental Ltd,
1478,"Wright, Iain",Labour,2014-15,oversees_visit,2014-03-28,3391.0,False,Donor: North East Process Industry Cluster (NEPIC),
1478,"Wright, Iain",Labour,2013-14,sponsorship,2013-05-23,2000.0,False,Donor: Deloitte Touche Tohmatsu,
1478,"Wright, Iain",Labour,2013-14,oversees_visit,2013-04-24,223.0,False,Donor: Embassy of Japan in the UK,
1478,"Wright, Iain",Labour,2013-14,oversees_visit,2013-08-20,6055.0,False,Donor: Inmarsat,
1478,"Wright, Iain",Labour,2012-13,employment,2012-06-11,368.0,True,"Payment of £75 from Brunswick Group, 16 Lincoln’s Inn Fields, London WC2A 3ED, for participation in a survey on behalf of the Institute of Chartered Accountants in England and Wales.  Payment donated to charity. (Registered 28 February 2012)",
1478,"Wright, Iain",Labour,2011-12,employment,2011-02-14,75.0,True,"Payment of £150 from Ipsos MORI, 79-81 Borough Road, London SE1 1FY,  for participation in a survey.  Hours: 1.5 hrs.  Payment donated directly to charity. (Registered 13 January 2011)",
1478,"Wright, Iain",Labour,2011-12,gift,2010-06-16,1800.0,False,Donor: Grand Central Railway Company Ltd.,
1478,"Wright, Iain",Labour,2010-11,employment,2009-10-13,150.0,False,"Payment of £150 from IPSOS MORI, 79-81 Borough Road, London SE1 1FY, for participation in survey.  Donated to charity. (Registered 13 October 2009)",
1478,"Wright, Iain",Labour,2010-11,gift,2010-01-04,1800.0,False,Donor: Grand Central Railway Company Ltd.,
1478,"Wright, Iain",Labour,2010-11,gift,2010-06-16,1800.0,False,Donor: Grand Central Railway Company Ltd.,
