id,list_name,party,session,type,date,value,donated_to_charity,description,sub_entry
1398,"David, Wayne",Labour,2010-11,gift,2009-12-02,1061.73,False,Donor: National Car Parks Ltd,
1398,"David, Wayne",Labour,2012-13,oversees_visit,2012-06-28,424.0,False,Donor: Europe House (a Tbilisi based NGO),
