1524,"Hillier, Meg",Labour,2014-15,sponsorship,2014-11-25,5116.25,False,Donor: Catholic Bishops’ Conference of England and Wales,
1524,"Hillier, Meg",Labour,2012-13,oversees_visit,2012-05-25,3000.0,False,Donor: (1) Shell International Ltd; (2) Save the Children UK; (3) Royal Institute of International Affairs,
